Timestamp	Language	Hashtags	Mentioned	Emojies	Content
2020-02-24 06:35:11	fi	paulig pauligininkku monday coffeequotes aamukahvi kahvi coffee		❤ ➡	Kun kahvikin sua tsemppaa❤️ kahvikupin piiloviesti meille kaikille maanantaihin, SWIPE ➡️ #pauligininkku #kahvi #coffeequotes #paulig #coffee #aamukahvi #monday
2020-02-24 05:00:18	fi	paulig kahvihetki tietystipauligin pauligkulma aamukahvi kahvi	pauligkulma	❤ 😍	Tule aloittamaan päivä herkullisesti @pauligkulma brekulla! ❤️ Aamiaismenusta saat valita juuri omannäköisesi yhdistelmän lautaselle. Miltä kuulostaisi vaikka tuorepuuro, croissant ja jälkkäriksi banaanipannari mansikoilla ja hunajalla? 😍 . . . #tietystipauligin #paulig #pauligkulma #kahvi #aamukahvi #kahvihetki
2020-02-24 05:00:18	fi	paulig kahvihetki tietystipauligin pauligkulma aamukahvi kahvi	pauligkulma	❤ 😍	Tule aloittamaan päivä herkullisesti @pauligkulma brekulla! ❤️ Aamiaismenusta saat valita juuri omannäköisesi yhdistelmän lautaselle. Miltä kuulostaisi vaikka tuorepuuro, croissant ja jälkkäriksi banaanipannari mansikoilla ja hunajalla? 😍 . . . #tietystipauligin #paulig #pauligkulma #kahvi #aamukahvi #kahvihetki
2020-02-23 16:59:20	et	helsinki vibes pauligkulma sunday chillin		😎 👌	#sunday #vibes 👌 #chillin at #pauligkulma #helsinki 😎
2020-02-23 12:33:59	en		pauligkulma		It was a brief but impressive stop for a flat white and pastry at @pauligkulma in Helsinki. Kudos to the barista
2020-02-23 10:18:52	sv	helsinki brunssi pauligkulma brunch		🍓	Sunnuntaibrunssilla 🍓 Sunday brunch #brunssi #brunch #pauligkulma #helsinki
2020-02-23 09:44:32	en	latebreakfast foodstagram influencermarketing morninginspiration brunch ihanaaamu lifestyle colorfulfood foodlover brunssi pauligkulma sundayvibes healthybreakfast coffeecoffeecoffee	pauligkulma	☕	Brunch | @pauligkulma ☕️ ————————- #brunssi #brunch #latebreakfast #sundayvibes #pauligkulma #ihanaaamu #foodstagram #foodlover #healthybreakfast #lifestyle #morninginspiration #colorfulfood #coffeecoffeecoffee #influencermarketing
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-02-21 17:52:02	no	visithelsinki glutenfreefood brunch vegetarianfood vegetarian glutenfreehelsinki glutenfree_helsinki glutenfree			Brunch last Saturday . . #glutenfree #glutenfreefood #glutenfreehelsinki #glutenfree_helsinki #visithelsinki #brunch #vegetarian #vegetarianfood
2020-02-20 11:08:08	en	visithelsinki helsinkirestaurants dairyfree healthyfood foodfromnature roasterycafe veganfood plantbased brunssihelsinki cafesofhelsinki vegan powau eatrealfood wholefoods pauligkulma breakfasthelsinki eathelsinki healthychoices	pauligkulma	♥ 🤩 🥰	Goodies Goodies Goodies 🤩 We serve you in @pauligkulma every day! ❁ Breakfast is served mon-fri 07.30-11.00 ❁ Lunch mon-fri 11.00-15.00 ❁ Brunch sat-sun 10.00-15.00 and these other sweeties any time! You are so welcome to come here and enjoy with us 🥰♥️ • • #wholefoods #healthyfood #veganfood #dairyfree #helsinkirestaurants #foodfromnature #vegan #plantbased #eatrealfood #healthychoices #brunssihelsinki ⁣ #pauligkulma #roasterycafe #powau #breakfasthelsinki #visithelsinki #eathelsinki #cafesofhelsinki
2020-02-19 17:48:46	fi	mylife suorittajaluonne ajatuksia pauliginkulma		💻 🏼 😅 👩 🤓	Ikuinen suorittaja? Olen ollut suorittajatyyppi niin kauan kun muistan. Tosin, viime vuosina olen asteittain pyrkinyt siitä eroon ja yrittänyt välillä antaa olla, koska jatkuva to-do-listojen armoilla eläminen ei ole rehellisesti mitään unelmaa tai saati kovin rentoa elämää 🤓 Kirjoitin blogiin ajatuksia suorittamisesta, käytännön esimerkkejä suorittajan arjesta ja omia vinkkejäni irti päästämiseen. Löytyykö teistä muita suorittajia tai to-do-listojen orjia? 😅👩🏼‍💻#suorittajaluonne #ajatuksia #mylife #pauliginkulma
2020-02-18 10:16:28	en	roastery visithelsinki coffeeshopsoftheworld helsinkicafe helsinkicoffeeshops travelandleisure pauligkulma visitfinland helsinkifood pauligcoffee			Helsinki boast a flourishing coffee scene and surprisingly many of these are open till late. Paulig Kulma seemed to be the local late hangout with friends catching up and students tapping on laptops. This modern, funky lit two-storey cafe had plenty of seating, including hanging rattan chairs upstairs and massive windows from where to observe the urban street life. Kulma is also a working roaster and a tasting room. Always freshly roasting the beans, the coffee was smooth and velvety and their cinnamon buns rounded up the experience. #helsinkicafe #pauligkulma #pauligcoffee #visithelsinki #coffeeshopsoftheworld #helsinkicoffeeshops #travelandleisure #helsinkifood #visitfinland #roastery
2020-02-18 09:27:55	af	wesurvivedstormdennis		🚢 🌊	#wesurvivedstormdennis 🌊🌊🚢🌊🌊
2020-02-16 17:13:10	fi	adventure selfie happy helsinki teamspower		✅ 🧡	Kiitos Helsinki oli ihanaa 🧡 Niin paljon oppia, kohtaamisia, rentoutumista, uusia suunnitelmia ja kaikkea hyvää. Nyt jaksaa taas painaa arkea 100% ✅ #teamspower #helsinki #selfie #happy #adventure
2020-02-16 15:52:31	ru			🤪	Распознали в хозяине нашей квартиры британца.Уходя,я не удержалась и спросила откуда он🤪Оказался из Шотландии!Briton is detected
2020-02-16 15:12:10	en			🧡	Lovely moments 🧡
2020-02-16 15:07:14	ru			😀	Люблю Хельсинки! Из снега приехала смотреть на зеленую траву😀А ещё мы нашли классную кофейню !!
2020-02-15 13:52:42	ru		uzakovaigerim	🏳 ♥ 🌈	Уехать на один день в Хельсинки и устроить себе выходной – было одним из лучших решений за последнее время, особенно когда твои желания разделяют @uzakovaigerim ♥️ ⠀ Город крутых, стильных и необычных людей 🏳️‍🌈
2020-02-14 09:21:43	en	latteart rawcake valentinesday happyvalentine cake heart macaron pauligkulma cappuccino coffee	chudnovskaya_nastia	🍰 ☕ 🧡	Happy Valentine’s Day 🧡☕️🍰 Glitter cappuccinos made by @chudnovskaya_nastia #coffee #rawcake #cake #macaron #cappuccino #latteart #heart #valentinesday #happyvalentine #pauligkulma
2020-02-13 14:21:04	en		mariasarja pauligkulma	✨ 🥰	My morning service 🥰 @mariasarja brewed me coffee and @pauligkulma served once again a yummy breakfast ✨
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-02-12 08:21:16	fi				Ekaa kertaa brekkarilla tässä kulmassa. Croissantti määrässä ei ainakaan ole pihistelty.
2020-02-12 07:18:25	en	breakfastideas overnightoats helsinki pauligkulma chocolatepancakes			Early bird catches the 2nd breakfast of the day. #pauligkulma #helsinki #breakfastideas #overnightoats #chocolatepancakes
2020-02-10 15:41:11	en				Started a new creative project today, feeling creative!
2020-02-10 10:40:31	en	qualitytime helsinki foodlover eatingforinsta friendshipgoals happyme coffeelover germanfoodblogger julescommunity coffeeaddict finland coffeetime holidays finnland itsrainingoutside relax foodguide eatgood teatime		🏼 👌 ☕	A coffee spot to be... ☕👌🏼 #coffeelover _______________________ #eatgood #eatingforinsta #foodlover #happyme #helsinki #julescommunity #foodguide #germanfoodblogger #coffeetime #coffeeaddict #teatime #friendshipgoals #qualitytime #relax #itsrainingoutside #finland #finnland #holidays
2020-02-09 15:19:15	fi	icedlattelover syväjää happy sundays		♀ 💛 🏼 🤷	Valmiina uuteen viikkoon 💛 Aina jäässä ja silti pitää aina ottaa jääjuoma🤷🏼‍♀️ #syväjää #sundays #icedlattelover #happy
2020-02-09 13:28:00	fi	sunnuntai			Kulmakaffet #sunnuntai
2020-02-09 07:45:57	fi	esmosuosittelee	pauligkulma	😍 💛	Omistetaanpa pieni hetki @pauligkulma WEEKEND BREKUN ihasteluun 😍 Seisova pöytä täynnä terveellisiä herkkuja ja tää on pystyssä la-su 15:00 asti! Eli kaikki mattimyöhäisetkin voi mennä vielä aamupalailemaan! Olkaapas hyvä. Thank me later. 💛 #esmosuosittelee
2020-02-08 19:09:47	fi	rakas tukkamintissä missätraktorit	minttu terhi__a	👌 ☕ 🧡	Silloin kun oltiin isolla kirkolla 👌☕ Lounasseurana ihanat @terhi__a ja @minttu.rautiainen joita nähdään ihan liian harvoin, koska flunssat, kiireet, elämä. En tajua miten tää aika menee näin nopeesti 🧡 ihana kuitenkin saada olla kotona just tän takia. #missätraktorit #tukkamintissä #rakas
2020-02-08 18:47:09	en	suomi urbanphotography photography travel canon helsinki naturephotography finland gopro streetphotography art olotilaproductions cityphotography valokuvaaja valokuvaus	nanna pauligkulma		Another moment in the office w/ @nanna.koo . . . #olotilaproductions #valokuvaaja #valokuvaus #suomi #finland #helsinki #photography #travel #gopro #canon #art #naturephotography #urbanphotography #cityphotography #streetphotography @pauligkulma
2020-02-08 15:52:44	fi			❤ ✨	Elämä on tuntunut aika hemmetin hyvältä tällä viikolla. Ei tietenkään kaikki, mutta oon kuitenkin tällä hetkellä todella onnellinen. Opiskelu rullasi & sain kirjoitettua ikuisuusuuden jälkeen taas blogiinkin, mikä teki entistä onnellisemmaksi. Mikä parasta viikko on ollut täynnä ihania ihmisiä. Tiedän, että ensi viikosta on tulossa hauska, mutta tulee se samalla olemaan varmasti myös raskas ja tunteikas. Moneltakin osaa. Onneksi sen saa viettää niin upeiden ja tukevien tyyppien seurassa. Ja ei vitsi on mulla kans tullut ihan ilon kyyneleet kun sain taas kerran torstai-iltana todeta miten aitoja ja ihania tyyppejä elämä on suonut ❤️ Ei voi muuta ku hymyillä. Ollaan itketty ja naurettu niin puhelimen molemmissa päissä kuin kasvotustenkin. Kuinka ne oikeet ihmiset sun ympärillä voikaan merkkaa niin paljon ✨ Parhaassa tapauksessa saatte molemmin puolin niin monella elämänosa-alueella. Tän postauksen ei ees suoranaisesti pitäny olla tästä aiheesta, no antaa olla! Nyt hyvillä mielin suljen puhelimen ja jatkan mun lauantai-iltaa illanistujaisiin ❤️ Paljon rakkautta myös sun viikonloppuun! ❤️
2020-02-08 13:13:29	en	brunching		💛	Saturday blessings💛 #brunching
2020-02-08 10:27:04	et	paulig helsinki pauligin laskiaispulla saturday tea			Tea time #tea #paulig corner cafe #pauligin kulma #helsinki #saturday fun #laskiaispulla
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-02-08 10:26:11	en	withmum helsinki cafe finland laskiaispulla pauligkulma saturday tea weekend		😋	This is how I spend Saturday 😋 #pauligkulma #cafe #tea #helsinki #finland #saturday #weekend #laskiaispulla #withmum
2020-02-08 09:26:55	fi			😍	Paras aamupalaseura ja ihan superhyvää ruokaa 😍
2020-02-06 10:59:32	ja			✔ 📍	. 📍Paulig (ヘルシンキ、フィンランド) ✔️Honey Flat White
2020-02-04 09:31:33	en	breakfastlover		☕ 🥰	My fave meal of the day 🥰☕️ #breakfastlover
2020-02-03 13:46:29	en				This picture is here to create such fake Instagram illusion that I spend my days just swinging in lovely cafés
2020-02-03 12:21:08	fi	vapaapäivä monday helsinki finland mood breakfast pauligkulma lifeisgood dayoff		🌞	Tekipä hyvvää tämmönen vappaapäivä ihanan ystävän kanssa. 🌞 . #vapaapäivä #monday #dayoff #mood #breakfast #pauligkulma #helsinki #finland #lifeisgood
2020-02-01 21:01:51	fi	uskunbuffa arjensankarit		♀ 🏼 🏃 🍏 😎 🙈	Aamu lähti käyntiin Karoliinan kanssa attackissa 🏃🏼‍♀️Ja jatkui brunssilla, jolloin myös Emma ja Timo liittyivät seuraan 🍏 Sieltä jatkettiin matkaa pakohuoneeseen ja selvittiin 59 minuutissa ulos, hilkulle meni 🙈 Tiivistettynä aika virkistävä lauantai ja seura ihan priimaa 😎 #arjensankarit #uskunbuffa
2020-02-01 20:30:35	ru	фонарикжеланий йоулупукки		🎅	#фонарикжеланий , для тех кто Нурдквиста детям не читал смысл таков: «из снежных шариков делается пирамидка, в центре нужно освободить место для свечки и внутрь верхнего снежка помещается записка с желанием, если к утру пирамидка разрушится, а записка исчезнет, значит жди 🎅 #йоулупукки »
2020-02-01 18:17:56	en			💭	Just casually sitting here 💭
2020-01-30 09:54:16	fi	salaatti terveellinenlounas		🙏 👍 🤩 💗	Muutama tunti Helsingissä yksin ilman suunnitelmia💗 Ihanaa kun saa syödä mitä haluaa:) Pauligin kulman salaattibuffaan kävi tie ja vitsi mitä herkkua täällä on tarjolla. Varsinkin toi vegaaninen majoneesi🤩🙏👍 vastamelukuulokkeet päässä ja terveyssummittia kuunnellen. Ah. #salaatti #terveellinenlounas
2020-01-29 10:14:20	en	marketing baristalife whysoserious colleague chemex teammeeting baristainstitute coffee	takalel korijorhonen	☕	My beloved co-trainers @takalel and @korijorhonen making some serious faces when brewing morning coffee for our marketing team meeting ☕️ #baristainstitute #teammeeting #marketing #chemex #coffee #baristalife #whysoserious #colleague
2020-01-28 18:51:01	fi	futureplanning nunucodesign gifted kalenteri goodmood pauligkulma goodvibes newyear2020	nunucodesign	😍 💕 💎 💖 🤩	Olen kenties vanhanaikainen, mutta edelleen vuonna 2020 rakastan paperista kalenteria!🤩Alkaneen vuosikymmenen olenkin aloittanut @nunucodesign saadun kalenterin voimin, joka on niin söpö ja persoonallinen. Toivon mukaan sen sivut tulevat täyttymään hyvistä jutuista.💕💎😍💖 . . . #nunucodesign #gifted #kalenteri #newyear2020 #pauligkulma #futureplanning #goodmood #goodvibes
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
